deepface_ok,deepface_error,deepface_dominant_emotion,deepface_angry,deepface_disgust,deepface_fear,deepface_happy,deepface_sad,deepface_surprise,deepface_neutral,video_id,source_file,frame_idx,timestamp_s
1,,neutral,7.195348262786865,0.06420806795358658,8.746550559997559,3.888874053955078,30.772035598754883,0.41256919503211975,48.92041778564453,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,0,0.0
1,,sad,9.401193618774414,0.17101533710956573,6.122910499572754,3.5106561183929443,45.72027587890625,0.5216740965843201,34.55228042602539,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,100,1.0
1,,sad,10.105828285217285,21.597366333007812,27.978574752807617,0.03672049939632416,39.153709411621094,0.8028686046600342,0.324929803609848,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,200,2.0
1,,fear,4.660022258758545,10.372374534606934,62.09383010864258,0.8502027988433838,18.0781307220459,1.876391887664795,2.069053888320923,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,300,3.0
1,,sad,15.838459968566895,3.773648500442505,26.88006591796875,0.12236689031124115,43.75779724121094,1.7729028463363647,7.854757308959961,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,400,4.0
1,,sad,25.519758224487305,4.164196014404297,24.62272071838379,0.16033002734184265,38.01298141479492,4.382990837097168,3.1370153427124023,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,500,5.0
1,,fear,30.629026412963867,4.522871494293213,39.10248565673828,0.2493075430393219,23.670564651489258,1.422044277191162,0.4037033021450043,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,600,6.0
1,,sad,19.762405395507812,8.822854042053223,15.263545036315918,0.6866865754127502,36.185302734375,0.1286979764699936,19.150514602661133,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,700,7.0
1,,sad,15.720209121704102,6.5221333503723145,7.7909440994262695,0.98819500207901,42.87584686279297,0.1112092062830925,25.991470336914062,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,800,8.0
1,,neutral,6.347299575805664,0.2694132328033447,16.6676082611084,1.319743275642395,28.45882797241211,0.1316961646080017,46.80541229248047,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,900,9.0
1,,neutral,3.2008864879608154,0.3003824055194855,8.329789161682129,5.3838582038879395,23.921005249023438,0.3689936697483063,58.495086669921875,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,1000,10.0
1,,neutral,9.312324523925781,0.30760079622268677,27.782785415649414,0.4796266555786133,30.013614654541016,0.18901118636131287,31.915035247802734,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,1100,11.0
1,,fear,6.286205291748047,0.420169860124588,44.77849578857422,0.8603736758232117,22.604949951171875,0.6258554458618164,24.4239501953125,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,1200,12.0
1,,neutral,5.126333713531494,0.13689641654491425,9.059744834899902,2.939899206161499,28.79721450805664,0.21278518438339233,53.72712707519531,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,1300,13.0
1,,sad,8.935988426208496,0.23398107290267944,17.181400299072266,0.4445735514163971,43.12325668334961,0.040568407624959946,30.04023551940918,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,1400,14.0
1,,neutral,3.0902645587921143,0.02717222087085247,1.3877440690994263,4.793859481811523,21.522205352783203,0.04664428532123566,69.13211059570312,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,1500,15.0
1,,neutral,5.60099458694458,0.9371029138565063,4.347412109375,5.125010967254639,31.395795822143555,0.16494961082935333,52.428733825683594,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,1600,16.0
1,,neutral,7.555315971374512,0.796752393245697,2.8130223751068115,1.6422749757766724,29.137887954711914,0.07982141524553299,57.97492599487305,2025-12-23_14-26-24_Orna_1,2025-12-23 14-26-24 Orna 1.mp4,1700,17.0
