deepface_ok,deepface_error,deepface_dominant_emotion,deepface_angry,deepface_disgust,deepface_fear,deepface_happy,deepface_sad,deepface_surprise,deepface_neutral,video_id,source_file,frame_idx,timestamp_s
1,,sad,0.20324482023715973,0.0001724257890600711,11.384101867675781,0.018551036715507507,88.07597351074219,0.000730337924323976,0.3172280192375183,P2H31220,P2H31220.mp4,0,0.0
1,,sad,0.4953797161579132,0.02288896217942238,36.725074768066406,0.8872506022453308,58.0362434387207,0.028035948053002357,3.805131435394287,P2H31220,P2H31220.mp4,100,1.0
1,,sad,0.9490615129470825,0.04606931284070015,14.893044471740723,0.49446433782577515,74.78318786621094,0.0027990813832730055,8.83137035369873,P2H31220,P2H31220.mp4,200,2.0
1,,sad,3.8560781478881836,0.01213512010872364,7.998950958251953,0.8251389861106873,47.80865478515625,0.015134353190660477,39.483909606933594,P2H31220,P2H31220.mp4,300,3.0
1,,sad,1.676696538925171,0.002020992571488023,2.6429367065429688,0.3057156801223755,55.6419792175293,0.002081765793263912,39.72857666015625,P2H31220,P2H31220.mp4,400,4.0
1,,sad,2.9037880897521973,0.007333086803555489,9.695985794067383,0.19545389711856842,71.34637451171875,0.0015138945309445262,15.849557876586914,P2H31220,P2H31220.mp4,500,5.0
1,,sad,8.584985733032227,0.006490757688879967,2.942875862121582,0.32959094643592834,50.471988677978516,0.003866269253194332,37.660194396972656,P2H31220,P2H31220.mp4,600,6.0
1,,sad,7.086310386657715,0.007982751354575157,18.63067054748535,0.0356527604162693,71.8104248046875,0.001277657924219966,2.427694320678711,P2H31220,P2H31220.mp4,700,7.0
1,,sad,6.872521877288818,0.07083135098218918,28.19736099243164,0.08382438123226166,60.35258102416992,0.011596730910241604,4.411284446716309,P2H31220,P2H31220.mp4,800,8.0
1,,sad,6.479264736175537,0.008362925611436367,6.93300724029541,0.05334287881851196,73.48014831542969,0.0005356369656510651,13.045336723327637,P2H31220,P2H31220.mp4,900,9.0
1,,sad,2.8278069496154785,0.017411649227142334,37.35847473144531,0.10200655460357666,54.76211929321289,0.014493179507553577,4.9176836013793945,P2H31220,P2H31220.mp4,1000,10.0
1,,sad,0.010453146882355213,2.14416762215096e-17,14.988021850585938,3.298792072836676e-10,85.0014877319336,5.391342540833205e-17,3.301664037280716e-05,P2H31220,P2H31220.mp4,1100,11.0
1,,sad,1.2262749671936035,5.196102439107824e-15,46.897430419921875,3.380477409109517e-08,51.87628173828125,2.585567647977278e-15,1.0351159289712086e-05,P2H31220,P2H31220.mp4,1200,12.0
1,,happy,0.6316686272621155,2.8352680601528846e-05,13.578095436096191,80.3763198852539,4.888909339904785,0.17238081991672516,0.35260382294654846,P2H31220,P2H31220.mp4,1300,13.0
1,,sad,0.5795722603797913,3.091146209044382e-05,12.915782928466797,0.32113391160964966,86.1742935180664,0.00048470846377313137,0.008710671216249466,P2H31220,P2H31220.mp4,1400,14.0
1,,sad,0.015122717246413231,0.0012216703034937382,8.093889236450195,1.2134721279144287,90.5792465209961,1.2897111446363851e-05,0.09703315049409866,P2H31220,P2H31220.mp4,1500,15.0
1,,fear,0.005888617597520351,3.990673416720547e-11,99.9216537475586,0.04283171892166138,0.028814982622861862,0.0008049579919315875,1.6156296851477236e-06,P2H31220,P2H31220.mp4,1600,16.0
1,,fear,0.39392057061195374,1.1684530676348004e-08,97.0550765991211,1.5384891033172607,0.9830998182296753,0.0288857314735651,0.0005220627645030618,P2H31220,P2H31220.mp4,1700,17.0
1,,happy,0.01410639751702547,1.1060923010841606e-10,1.9555933475494385,97.97586822509766,0.04307186231017113,0.011004759930074215,0.0003464986803010106,P2H31220,P2H31220.mp4,1800,18.0
1,,neutral,1.22063667618022e-07,8.671789827718176e-19,0.0007853819406591356,1.0761868826647536e-12,28.941686630249023,9.696042263152732e-16,71.05753326416016,P2H31220,P2H31220.mp4,1900,19.0
