metric,event_start_rel_s,event_end_rel_s,duration_s,peak_abs_z,peak_signed_z,n_frames,video_id,trial_id,condition
cheek_composite_proxy,2.5900000000000034,2.769999999999982,0.1799999999999784,10.588573389003257,10.588573389003257,18,P2L40002,2,sweat
cheek_composite_proxy,3.6100000000000136,4.079999999999984,0.46999999999997044,4.672093342285938,4.672093342285938,47,P2L40002,2,sweat
au06_cheek_raise_proxy,0.0,0.5899999999999963,0.5899999999999963,7.431312190487724,7.431312190487724,59,P2L42107,1,control
au06_cheek_raise_proxy,0.75,1.1699999999999982,0.41999999999999815,7.510877549677784,7.510877549677784,42,P2L42107,1,control
au12_lip_corner_pull_proxy,0.010000000000001563,0.3099999999999987,0.29999999999999716,3.268963756974092,-3.268963756974092,30,P2L42107,1,control
au12_lip_corner_pull_proxy,4.740000000000002,5.009999999999998,0.269999999999996,4.7081092485995955,-4.7081092485995955,26,P2L42107,1,control
au24_lip_press_proxy,0.25,0.9099999999999966,0.6599999999999966,5.29815157162544,5.29815157162544,64,P2L42107,1,control
au24_lip_press_proxy,0.9600000000000009,1.1999999999999993,0.23999999999999844,4.477971468759441,4.477971468759441,24,P2L42107,1,control
au24_lip_press_proxy,1.3200000000000003,1.5299999999999976,0.2099999999999973,10.196911617477282,-10.196911617477282,21,P2L42107,1,control
au24_lip_press_proxy,1.5899999999999999,1.7499999999999964,0.1599999999999966,4.844709776342066,4.844709776342066,16,P2L42107,1,control
au24_lip_press_proxy,1.879999999999999,2.210000000000001,0.33000000000000185,5.226727562227811,5.226727562227811,33,P2L42107,1,control
au24_lip_press_proxy,2.6599999999999966,3.0799999999999983,0.4200000000000017,4.984381709545158,4.984381709545158,42,P2L42107,1,control
au24_lip_press_proxy,3.6199999999999974,3.969999999999999,0.3500000000000014,4.586615158241673,4.586615158241673,35,P2L42107,1,control
au24_lip_press_proxy,4.409999999999997,5.009999999999998,0.6000000000000014,23.790073586697694,-23.790073586697694,53,P2L42107,1,control
cheek_composite_proxy,0.3200000000000003,0.5199999999999996,0.1999999999999993,5.221798938704749,5.221798938704749,20,P2L42107,1,control
cheek_composite_proxy,0.8000000000000007,1.0199999999999996,0.21999999999999886,5.710578425222347,5.710578425222347,22,P2L42107,1,control
cheek_composite_proxy,2.049999999999997,2.469999999999999,0.4200000000000017,3.6210767584394756,3.6210767584394756,38,P2L42107,1,control
cheek_composite_proxy,2.6599999999999966,2.789999999999999,0.13000000000000256,4.166288472595083,4.166288472595083,13,P2L42107,1,control
cheek_composite_proxy,4.710000000000001,5.009999999999998,0.29999999999999716,6.24518873469233,-6.24518873469233,30,P2L42107,1,control
au06_cheek_raise_proxy,2.990000000000009,3.530000000000001,0.539999999999992,4.623156689854752,4.623156689854752,54,P2L42107,2,sweat
au06_cheek_raise_proxy,3.990000000000009,4.139999999999986,0.14999999999997726,5.818818335215981,-5.818818335215981,15,P2L42107,2,sweat
au06_cheek_raise_proxy,4.289999999999992,4.599999999999994,0.3100000000000023,6.6634280020988435,6.6634280020988435,31,P2L42107,2,sweat
au12_lip_corner_pull_proxy,3.5500000000000114,4.139999999999986,0.589999999999975,6.460848477598131,6.460848477598131,59,P2L42107,2,sweat
au09_nose_wrinkle_proxy,2.0900000000000034,2.25,0.1599999999999966,4.4968348871982355,4.4968348871982355,14,P2L42107,2,sweat
au09_nose_wrinkle_proxy,3.289999999999992,3.469999999999999,0.18000000000000682,3.7729572793632005,-3.7729572793632005,13,P2L42107,2,sweat
