window,feature,n_pairs,sweat_mean,control_mean,mean_diff_sweat_minus_control,median_diff_sweat_minus_control,paired_effect_dz,paired_t_stat,paired_t_p,wilcoxon_stat,wilcoxon_p
short_500_2000ms,au12_lip_corner_pull_proxy_delta_mean,7,0.015436425338239645,0.0041054290634444535,0.011330996274795188,0.0140387643803144,0.2636813932225809,0.6976353918219814,0.5115197824304505,11.0,0.6875
short_500_2000ms,au12_lip_corner_pull_proxy_z_peak_abs,7,7.586962834237072,8.14130052427977,-0.5543376900426968,2.128344938584778,-0.05975865207996827,-0.15810653208802877,0.8795598683689919,13.0,0.9375
short_500_2000ms,au12_lip_corner_pull_proxy_delta_auc_abs,7,0.0365258512640939,0.04225367524452707,-0.00572782398043317,-0.011591990396378999,-0.10361966166153111,-0.2741518556930652,0.7931620404034719,7.0,0.296875
short_500_2000ms,au09_nose_wrinkle_proxy_delta_mean,7,0.020264542378671202,0.009752550827115016,0.010511991551556186,0.0320647029886873,0.21584279157136982,0.5710663487837929,0.5886891121972897,10.0,0.578125
short_500_2000ms,au09_nose_wrinkle_proxy_z_peak_abs,7,8.514859490916944,5.1298780922838025,3.38498139863314,-0.021093944624463123,0.3606381028927164,0.9541587335482512,0.3768467432266775,11.0,0.6875
short_500_2000ms,au09_nose_wrinkle_proxy_delta_auc_abs,7,0.04036135854875191,0.04898777406195427,-0.008626415513202357,-0.015645173983229697,-0.15780919518679418,-0.41752388506350857,0.6908239323586486,11.0,0.6875
short_500_2000ms,au10_upper_lip_raise_proxy_delta_mean,7,0.031232739354131296,-0.0012004970238703148,0.03243323637800161,0.0267615901987074,0.6067595648786782,1.6053349142787432,0.15954271968286435,7.0,0.296875
short_500_2000ms,au10_upper_lip_raise_proxy_z_peak_abs,7,9.45213008901373,6.705151946139706,2.7469781428740245,2.586086191577415,0.31199170096948375,0.8254524518812834,0.44069262875367243,10.0,0.578125
short_500_2000ms,au10_upper_lip_raise_proxy_delta_auc_abs,7,0.06592627660175474,0.04427129994672866,0.021654976655026074,0.019981561902929,0.4662401674538586,1.2335555343120208,0.2634967150553854,6.0,0.21875
short_500_2000ms,au24_lip_press_proxy_delta_mean,7,-0.0011732747047947854,-0.0013492717068208286,0.00017599700202604275,-0.00016184749771829985,0.020948993762569385,0.055425827712801884,0.9575987640823068,13.0,0.9375
short_500_2000ms,au24_lip_press_proxy_z_peak_abs,7,5.428305337711963,7.353171222610045,-1.92486588489808,-1.2030372827726605,-0.3311403050782714,-0.8761148963071652,0.4146622510044222,10.0,0.578125
short_500_2000ms,au24_lip_press_proxy_delta_auc_abs,7,0.004937800518660213,0.02035290831428343,-0.015415107795623214,-0.0035108600313955994,-0.3772419386924634,-0.9980883538841331,0.35677163753417135,8.0,0.375
short_500_2000ms,au45_blink_proxy_delta_mean,7,-0.09337690641524758,-0.04675625858690792,-0.04662064782833965,0.037493842911937775,-0.2544855747670733,-0.6733055430870101,0.5258237340690788,11.0,0.6875
short_500_2000ms,au45_blink_proxy_z_peak_abs,7,41.05588279413313,48.37661673577672,-7.32073394164358,-9.720063412010967,-0.07251164359297554,-0.19184777610356338,0.8541894764269631,13.0,0.9375
short_500_2000ms,au45_blink_proxy_delta_auc_abs,7,0.262666905183584,0.28395268181239197,-0.021285776628807956,-0.0804399308135865,-0.1018642924113171,-0.269507585197909,0.7965679847777212,10.0,0.578125
short_500_2000ms,cheek_composite_proxy_delta_mean,7,0.015107615947847744,0.0029701340897264994,0.012137481858121245,0.00025785029895059996,0.3827006145777762,1.012530652764376,0.3503604411612609,9.0,0.46875
short_500_2000ms,cheek_composite_proxy_z_peak_abs,7,6.181379451940887,16.61722651755636,-10.435847065615473,1.2336267174943414,-0.2976340274698531,-0.7874656183957982,0.46097520327155456,13.0,0.9375
short_500_2000ms,cheek_composite_proxy_delta_auc_abs,7,0.027609802933271973,0.030664417064174932,-0.0030546141309029584,-0.012825975423065399,-0.07410762419598209,-0.19607034387640157,0.8510271910862406,11.0,0.6875
short_500_2000ms,mouth_open_proxy_delta_mean,7,0.0011732747047947854,0.0013492717068208286,-0.00017599700202604275,0.00016184749771829985,-0.020948993762569385,-0.055425827712801884,0.9575987640823068,13.0,0.9375
short_500_2000ms,mouth_open_proxy_z_peak_abs,7,5.428305337711963,7.353171222610045,-1.92486588489808,-1.2030372827726605,-0.3311403050782714,-0.8761148963071652,0.4146622510044222,10.0,0.578125
short_500_2000ms,mouth_open_proxy_delta_auc_abs,7,0.004937800518660213,0.02035290831428343,-0.015415107795623214,-0.0035108600313955994,-0.3772419386924634,-0.9980883538841331,0.35677163753417135,8.0,0.375
short_500_2000ms,mouth_asymmetry_proxy_delta_mean,7,-0.006342297585607728,-0.023114689391853984,0.016772391806246255,-0.016240510387672002,0.2702337812565783,0.714971381053534,0.5014858618412186,11.0,0.6875
short_500_2000ms,mouth_asymmetry_proxy_z_peak_abs,7,4.151755513816757,6.3511933039052835,-2.1994377900885267,-1.084649639287866,-0.36015136692431254,-0.9528709512217044,0.3774483356973654,10.0,0.578125
short_500_2000ms,mouth_asymmetry_proxy_delta_auc_abs,7,0.01985510859417167,0.06691588474433893,-0.04706077615016725,-0.0621486958989277,-0.7886604272225325,-2.0865993593087753,0.08198296747274975,4.0,0.109375
short_500_2000ms,head_yaw_proxy_delta_mean,7,0.0250806919315692,-0.0007581068067351127,0.025838798738304313,0.0221044255792438,0.5848965958230607,1.547490935236079,0.17271010347095303,7.0,0.296875
short_500_2000ms,head_yaw_proxy_z_peak_abs,7,7.174493128364646,3.2950597604005862,3.8794333679640607,1.418019995319093,0.42429358436128584,1.1225753071001663,0.30452047786880976,9.0,0.46875
